source_path,duplicate_group_id,sha256,size,canonical_candidate,safe_to_archive,safe_to_delete,reason
submit_png_graypulse_verified/Rest/data/ResNet50_CIFAR10_gateway_ablation/campaign_cv_resnet_gatewaystrawman_c24.csv,DUP_GROUP_058,338b6cdec7d87e5736aab8d70ad8a243cbc4e66fb95fea7b04ade5202f618ff4,1182891,data/results/ResNet50_CIFAR10_gateway_ablation/campaign_cv_resnet_gatewaystrawman_c24.csv,True,True,Byte-for-byte duplicate copy of data/results/ResNet50_CIFAR10_gateway_ablation/campaign_cv_resnet_gatewaystrawman_c24.csv
submit_png_graypulse_verified/Rest/data/ResNet50_CIFAR10_gateway_ablation/campaign_cv_resnet_gatewaystrawman_c32.csv,DUP_GROUP_059,291a9fed29656193258d19b606a82030c251e3fde50a7ca6b28b71e51f82e662,1221303,data/results/ResNet50_CIFAR10_gateway_ablation/campaign_cv_resnet_gatewaystrawman_c32.csv,True,True,Byte-for-byte duplicate copy of data/results/ResNet50_CIFAR10_gateway_ablation/campaign_cv_resnet_gatewaystrawman_c32.csv
submit_png_graypulse_verified/Rest/data/ResNet50_CIFAR10_gateway_ablation/campaign_cv_resnet_gatewaystrawman_c48.csv,DUP_GROUP_060,1ac0b3171f336732e6040e1245016ec640376962f7d7f358d69fc7dfcd17fdda,1220889,data/results/ResNet50_CIFAR10_gateway_ablation/campaign_cv_resnet_gatewaystrawman_c48.csv,True,True,Byte-for-byte duplicate copy of data/results/ResNet50_CIFAR10_gateway_ablation/campaign_cv_resnet_gatewaystrawman_c48.csv
submit_png_graypulse_verified/Rest/data/ResNet50_CIFAR10_gateway_ablation/campaign_cv_resnet_gatewaystrawman_c64.csv,DUP_GROUP_061,4603292d43627eb939c7c1d1038612dc767658372bf099704251a73191f93807,1178420,data/results/ResNet50_CIFAR10_gateway_ablation/campaign_cv_resnet_gatewaystrawman_c64.csv,True,True,Byte-for-byte duplicate copy of data/results/ResNet50_CIFAR10_gateway_ablation/campaign_cv_resnet_gatewaystrawman_c64.csv
submit_png_graypulse_verified/Rest/data/ResNet50_CIFAR10_gateway_ablation/generate_empirical_gateway_ablation.py,DUP_GROUP_062,7bbcf1953639df85f18c1f0ac81c31788842ced2bf538562d9a9896e9c86073b,9867,data/results/ResNet50_CIFAR10_gateway_ablation/generate_empirical_gateway_ablation.py,True,True,Byte-for-byte duplicate copy of data/results/ResNet50_CIFAR10_gateway_ablation/generate_empirical_gateway_ablation.py
submit_png_graypulse_verified/Rest/data/ResNet50_CIFAR10_gateway_ablation/README_PRODUCTION.txt,DUP_GROUP_063,4daf58e071662199bd69c0047ba883e21a9b81619d014e8aed6612cbd3419496,4411,data/results/ResNet50_CIFAR10_gateway_ablation/README_PRODUCTION.txt,True,True,Byte-for-byte duplicate copy of data/results/ResNet50_CIFAR10_gateway_ablation/README_PRODUCTION.txt
submit_png_graypulse_verified/Rest/data/ResNet50_CIFAR10_gateway_ablation/representative_slices_PRODUCTION.txt,DUP_GROUP_064,0dad3983b39f4c28cf378016af97df02fe6b35d6ab6f3a4834d3b83936f43c6e,3685,data/results/ResNet50_CIFAR10_gateway_ablation/representative_slices_PRODUCTION.txt,True,True,Byte-for-byte duplicate copy of data/results/ResNet50_CIFAR10_gateway_ablation/representative_slices_PRODUCTION.txt
submit_png_graypulse_verified/Rest/data/ResNet50_CIFAR10_gateway_ablation/summary_resnet_gateway_ablation.csv,DUP_GROUP_065,524a7d487dc539da8826302759ce45980ed794c4173fd826a7da1f341cb0bf2d,763,data/results/ResNet50_CIFAR10_gateway_ablation/summary_resnet_gateway_ablation.csv,True,True,Byte-for-byte duplicate copy of data/results/ResNet50_CIFAR10_gateway_ablation/summary_resnet_gateway_ablation.csv
submit_png_graypulse_verified/Rest/data/ResNet50_CIFAR10_greypulse/benchmark_resnet_graypulse.json,DUP_GROUP_066,fbb0fcbbba9dd7d262fb9709efb5f704995940812943180e0c5ef02e819335e4,734,data/results/ResNet50_CIFAR10_greypulse/benchmark_resnet_graypulse.json,True,True,Byte-for-byte duplicate copy of data/results/ResNet50_CIFAR10_greypulse/benchmark_resnet_graypulse.json
submit_png_graypulse_verified/Rest/data/ResNet50_CIFAR10_greypulse/campaign_cv_resnet_graypulse_c16.csv,DUP_GROUP_067,bbefbbe9d6242492a27d0ed586d73aa78d1c9f265a7fac643fe237bf448899d8,2216657,data/results/ResNet50_CIFAR10_greypulse/campaign_cv_resnet_graypulse_c16.csv,True,True,Byte-for-byte duplicate copy of data/results/ResNet50_CIFAR10_greypulse/campaign_cv_resnet_graypulse_c16.csv
